TIGHT n=18 m=140 tag=perturb g6=Q~~~~~~^|~x}z~|~~^~z~~n~nVw t=8.8s
TIGHT n=18 m=109 tag=perturb g6=Q~F~YLVZL|Bzz|fx~w|Jh{e~~^w t=0.6s
TIGHT n=18 m=122 tag=perturb g6=Qnf~~\|^tzFvr~vtl~nz~Sn|~Vw t=1.2s
TIGHT n=18 m=115 tag=perturb g6=Qv~~~|}]lrx?Ar|~~]~qu}t~nVw t=1.9s
TIGHT n=18 m=100 tag=perturb g6=Q~i{vyP~|zmIzsd_fyvjbwe||Zo t=0.4s
TIGHT n=18 m=112 tag=perturb g6=Qf~Zr~~]lzhWbnX~~]|~[jvLnVg t=0.7s
TIGHT n=18 m=118 tag=perturb g6=Qz}~vv^}|zmLX||lL~r^^nvvmVW t=1.1s
TIGHT n=18 m=113 tag=perturb g6=Q~vu~~nM\~xEz~x|~EV~\}fmlU? t=1.8s
TIGHT n=18 m=107 tag=perturb g6=Qs~^zu{Zczj^jyH\vZ|qr^vy{uw t=0.3s
TIGHT n=18 m=117 tag=perturb g6=Qf~Vx|{]DzzWb~^~~]~|]jv~nVw t=0.3s
TIGHT n=18 m=102 tag=perturb g6=QzmT|hPyL|x}yLX|~^zVZevKM^o t=0.6s
TIGHT n=18 m=117 tag=perturb g6=Qw~^~}l^s|x~jylnzZ|rz^vyk^w t=1.7s
TIGHT n=18 m=107 tag=perturb g6=QMn|vwwNm}ifz}~}jX|bZ]fylVw t=1.5s
TIGHT n=18 m=108 tag=perturb g6=Q~zXrnz~^frDnnXv^TY|W|~|iCw t=0.4s
TIGHT n=18 m=93 tag=perturb g6=Qvmt[?EMd~avyNHvmpCh^|uf}^g t=0.9s
TIGHT n=18 m=112 tag=perturb g6=QhyX~~F^^Fp|zN{~|~y@t}f}z^w t=0.8s
TIGHT n=18 m=95 tag=perturb g6=Q~YTV}o~[}Z{zU~TBLXa]rRqlEw t=0.9s
TIGHT n=18 m=109 tag=perturb g6=Q|rXn|\fyaunNn|^~^yTlFj{r^w t=0.8s
TIGHT n=18 m=108 tag=perturb g6=Qrf}vksM}~M^t~|sizkq|{e~|ng t=0.3s
TIGHT n=18 m=110 tag=perturb g6=Q~~X~}YKwyvnj|\RNin_t~n}z^w t=0.6s
TIGHT n=18 m=118 tag=perturb g6=Qkz|~~^^vfrfnZw^~VZp|v~}jVw t=2.0s
TIGHT n=18 m=95 tag=perturb g6=Qvzyvl\^kuemhsYn^~uhbgez`G_ t=0.7s
TIGHT n=18 m=122 tag=perturb g6=Qv~~~|n]lzxGEz|~~]~z}}vznVw t=2.0s
TIGHT n=18 m=103 tag=perturb g6=QER|i~|[LMwHrrttUZ~z]VR|~~w t=0.3s
TIGHT n=18 m=110 tag=perturb g6=Q~jo~|T^~uf}Zms~rnllrp]^{zO t=0.9s
TIGHT n=18 m=109 tag=perturb g6=Q}Z]f~~^JbfnbnH\jFxX|~nYz^w t=0.4s
TIGHT n=18 m=109 tag=perturb g6=QwnXlY{^ozz~jylnpZ|Pr^~}}vw t=0.9s
TIGHT n=18 m=110 tag=perturb g6=QZrZ~~~A{NynmnT}x^zp|}ksz^W t=0.3s
TIGHT n=18 m=109 tag=perturb g6=QkXrf~~]zfFnjn[\~^|P|TN}z]g t=0.8s
TIGHT n=18 m=108 tag=perturb g6=Q|yx\zy~zBrny~{zpYpt|fk}lxw t=1.0s
TIGHT n=18 m=105 tag=perturb g6=Qtnv{grFtuNv}zS^nrng}cq}zvw t=0.4s
TIGHT n=18 m=107 tag=perturb g6=Q~p{~~^VZFrfI~W~FN^u|^Z}`Ew t=0.5s
TIGHT n=18 m=117 tag=perturb g6=Q~l~|{v]|}|vz^SZnzn`|ku~nVw t=1.8s
TIGHT n=18 m=92 tag=perturb g6=QlwGzxxF{BmJBvH]v~{@LnrizYw t=0.5s
TIGHT n=18 m=110 tag=perturb g6=Q~~s}|uns~eMx^t~nzzikVA}pvw t=0.3s
TIGHT n=18 m=105 tag=perturb g6=Q|X~~dvNtmn~vvFnnZjALW^ULdw t=1.5s
TIGHT n=18 m=109 tag=perturb g6=QXzxV~Z^~NVNjl\]~\jx|iks~^G t=0.3s
TIGHT n=18 m=104 tag=perturb g6=QTFXfxuv[t|{xV|~|^|VzDZuTNg t=0.7s
TIGHT n=18 m=111 tag=perturb g6=Q|}~~^~^lr{ww|H~v]^zSZB^JVw t=1.7s
TIGHT n=18 m=112 tag=perturb g6=Qvn}~|RNxvf~u~t^NZ|aLxEy|vw t=1.7s
TIGHT n=18 m=109 tag=perturb g6=Qv|~~~~]l~\Gxnlic}dXg~rvk^g t=0.5s
TIGHT n=18 m=120 tag=perturb g6=Q{l}~|vN|~nnz~d|nZ~aL|E~|~w t=2.0s
TIGHT n=18 m=100 tag=perturb g6=Qzxy~LH^|FemZssv^z~gbGe|}Zo t=0.8s
TIGHT n=18 m=108 tag=perturb g6=QV\{~v~UhrxHbnJ|^|zzmNqp~Vw t=1.6s
TIGHT n=18 m=107 tag=perturb g6=Q~rx^~~~XFzbF~W^fYZr{^Z}`Ew t=0.7s
TIGHT n=18 m=104 tag=perturb g6=Q|du~xFMt~lK~|olm\~aL~euL~o t=0.7s
TIGHT n=18 m=100 tag=perturb g6=Q?\jv~kM{~g~HzxrzzlrzFvwdQw t=0.3s
TIGHT n=18 m=110 tag=perturb g6=Q~~v|SvUl^n]j]TZmZFwtdu~~^w t=1.7s
TIGHT n=18 m=94 tag=perturb g6=QZm~zep]zzgHx~xlKeBZTNVRlBW t=0.3s
TIGHT n=18 m=112 tag=perturb g6=Q~jyzx~r}LumF|j~vYoRvmr^v~w t=0.6s
TIGHT n=18 m=95 tag=perturb g6=Qxipn\uvAcumFlj^~~oS~cB|fqo t=0.2s
TIGHT n=18 m=106 tag=perturb g6=Q~nf|{~~|}efPzDNnJ~eoasZv^g t=1.6s
TIGHT n=18 m=97 tag=perturb g6=Q^Nhn|vgz|ve}Wgh^y~hc_b~dXo t=0.3s
TIGHT n=18 m=100 tag=perturb g6=Q~hq|yP~|fmIzsu_vyzjfiu{|Pw t=0.8s
TIGHT n=18 m=115 tag=perturb g6=Qo~^~}k^s~z~rylnzZ|Rr^vykvw t=1.1s
TIGHT n=18 m=108 tag=perturb g6=QJ~fl|v\|{flz~d~dyvx[kc~Enw t=0.8s
TIGHT n=18 m=109 tag=perturb g6=QlzxD~~N^ffNo^\\f^zD|vm}r^g t=0.8s
TIGHT n=18 m=106 tag=perturb g6=Q|RX}z~n^frFF~HZ^T^||^ZyzOO t=0.3s
TIGHT n=18 m=109 tag=perturb g6=QtzY}~dQHVXAn~D^~]~z}^|znVw t=0.4s
TIGHT n=18 m=107 tag=perturb g6=Q|yx~y}~~bvmJjxZr]htR~j}hIo t=1.6s
TIGHT n=18 m=120 tag=perturb g6=Q~~n~~Vu\z|Ns^{||]i~nznvH^w t=0.8s
TIGHT n=18 m=113 tag=perturb g6=Q~^|e~[vwzT}z~\~n^wv^~RukEo t=1.0s
TIGHT n=18 m=109 tag=perturb g6=QVn~lw~lkyjvz~TYnzmg|iyYnvw t=0.9s
TIGHT n=18 m=117 tag=perturb g6=Q~pTmtnFl~xnjz{|~^~x~mn~lVg t=0.9s
TIGHT n=18 m=101 tag=perturb g6=QX^pzlj^y@aFh~{\yVZd|jn{nrw t=0.3s
TIGHT n=18 m=94 tag=perturb g6=QvQTV}_~[}Z{zUzVJWXu]rRqlEw t=0.3s
TIGHT n=18 m=108 tag=perturb g6=Q~vVllv[ksflz~t~ty~x[kc~Enw t=0.6s
TIGHT n=18 m=101 tag=perturb g6=QU^g||~ZxIclFlhN~^yHtmjj~No t=0.7s
TIGHT n=18 m=112 tag=perturb g6=Q^]~f~{vwzP]z~\~n^{u^fRunEo t=1.6s
TIGHT n=18 m=101 tag=perturb g6=Qd~?TZD^|qfnjnd|~BjP|jnZN^w t=0.3s
TIGHT n=18 m=114 tag=perturb g6=Q{Rzf~^^zbfnjn\\}nxP|}N}z~W t=1.1s
TIGHT n=18 m=114 tag=perturb g6=Q~^vl~{eY|XU^~^^n^xu^ZVvmMw t=1.3s
TIGHT n=18 m=110 tag=perturb g6=Q~n}|sv^|~nnz^PNjpng|cu~JNO t=0.8s
TIGHT n=18 m=112 tag=perturb g6=QnZyVnz^wdfnz|lFVZxP|yn~z~w t=0.6s
TIGHT n=18 m=111 tag=perturb g6=Q}jRF|f^|n_}z~s~~j~jm}n|LR_ t=0.8s
TIGHT n=18 m=112 tag=perturb g6=Q{~Xnln^zFoVjn{N~VZp|~n}jVw t=0.3s
TIGHT n=18 m=110 tag=perturb g6=Qnd~vTvNtnf~zzpv|W\qGzB~~vw t=0.8s
TIGHT n=18 m=102 tag=perturb g6=Qs^~j~T^w~x}p[trxXGVw~ryjLW t=0.3s
TIGHT n=18 m=98 tag=perturb g6=QVnf}gvqL~a~z^ONzXmg~KevbNO t=0.5s
TIGHT n=18 m=108 tag=perturb g6=Qz|Nt{kMw|X}y|\|dUxz]~v{m^w t=0.7s
TIGHT n=18 m=102 tag=perturb g6=QMT]V~~V{^Zm~U|]HL`EX~bVvmw t=0.2s
TIGHT n=18 m=100 tag=perturb g6=Q}}wjP~r}aueFl\V~^yPt~igE}w t=0.3s
TIGHT n=18 m=106 tag=perturb g6=Q~V~F|[U{^g}{]|y~^@b^~Qm~fG t=0.5s
TIGHT n=18 m=105 tag=perturb g6=Qtv^}kymoPxGAj|~n^|q}]v~nVw t=0.3s
TIGHT n=18 m=100 tag=perturb g6=QV^^m^LuJVx_n~U|n^xi\}f_jM_ t=0.3s
TIGHT n=18 m=105 tag=perturb g6=Q~n|t|v~X~efPVdLnjnfOe}ZvN_ t=0.9s
TIGHT n=18 m=110 tag=perturb g6=Q\m\dq{\Wvl~z~\nz]|uv~Rvvn? t=0.3s
TIGHT n=18 m=108 tag=perturb g6=Q~`}~~^TZFrfI~W~FN^u|^Z}bUw t=0.7s
TIGHT n=18 m=99 tag=perturb g6=Q~FvF|[U{^gy{^k}~X@bY~Qu~fG t=1.4s
TIGHT n=18 m=102 tag=perturb g6=Q~]Yazc~X~q|^{K|N~[ucnRY{^o t=0.3s
TIGHT n=18 m=102 tag=perturb g6=Qi~~v~GZ{zJmzy|njN`Qbqvs{bw t=0.3s
TIGHT n=18 m=120 tag=perturb g6=Q~z~~~~L|zxCz~\i~UZ~~y~}lVO t=1.9s
TIGHT n=18 m=108 tag=perturb g6=Q|jw}^nl}auZ@fk~~^yZ\j}iz^w t=0.5s
TIGHT n=18 m=105 tag=perturb g6=QZ~Zv|gVhthWy|[vVN|rZ~d{m^w t=0.3s
TIGHT n=18 m=101 tag=perturb g6=QXmnzqx}~zIHxt|lCUR^^NuvlNW t=0.3s
TIGHT n=18 m=110 tag=perturb g6=Qy~zV~G^{~jnz~|Nn^XryuVO{Rw t=0.6s
TIGHT n=18 m=107 tag=perturb g6=Q~\nJ|DN|m`zz~d||R~bL[fql~w t=0.6s
TIGHT n=18 m=102 tag=perturb g6=Q{PtN{{^x~Qkz{{^n^xU|vRqNMo t=0.3s
TIGHT n=18 m=101 tag=perturb g6=Q~b~Wov^|fhfgUT^ny}glw}\x\w t=0.3s
TIGHT n=18 m=107 tag=perturb g6=Q{~^y}{Zczj^jyH\~Z|oq^vyxuw t=0.3s
TIGHT n=18 m=106 tag=perturb g6=Qvk~[cv~T}av]~dzmtEh^ku~vVw t=1.5s
TIGHT n=18 m=109 tag=perturb g6=Q|r`~~~^nnvnjeoZ|VYpl}nmjqW t=1.7s
TIGHT n=18 m=105 tag=perturb g6=QRYw|^~^^N}njb\]~^ip|UkwZxW t=0.3s
TIGHT n=18 m=103 tag=perturb g6=Qn|Vxsvul^n{j]TimZFst`e~~Yw t=0.8s
TIGHT n=18 m=118 tag=perturb g6=Q~~~~~{]{~x|z}{]jJtrz^vyhVW t=0.8s
TIGHT n=18 m=100 tag=perturb g6=Qpmz[cV^t~avz^HR~pEh[ku{~^w t=0.6s
TIGHT n=18 m=109 tag=perturb g6=Qm\v~|~\|~f|n|t~mz]aO`F}lFg t=0.3s
TIGHT n=18 m=110 tag=perturb g6=Q^yxn]|juauZBn|~~RyPvnN{~^w t=1.0s
TIGHT n=18 m=107 tag=perturb g6=Q~n^vwv^|~bvzXTYfykglcuz~Rw t=1.4s
TIGHT n=18 m=115 tag=perturb g6=Qz~^v{g]{|x}y|L~^^|rZv~{M]w t=1.8s
TIGHT n=18 m=110 tag=perturb g6=Q^\zj~wL}~|~z]{wv\|nY^r]gVO t=0.3s
TIGHT n=18 m=107 tag=perturb g6=Q~~~v~yUWVX[~~^jN\Gv^tZumGW t=0.8s
TIGHT n=18 m=118 tag=perturb g6=QxZyj~v|x~izzyl|kR}j~~Nv~nw t=1.7s
TIGHT n=18 m=103 tag=perturb g6=Q|}[~zZzELqvYlXN^Lzod~n}yTg t=1.6s
TIGHT n=18 m=119 tag=perturb g6=Qv~z~Z~]lxxGFlxv~]~z]z~~nVw t=1.7s
TIGHT n=18 m=101 tag=perturb g6=QVV^x~td\|[}oj~~b{ke|LBufN_ t=0.5s
TIGHT n=18 m=109 tag=perturb g6=QzRvJt^~|]qz~}t{~R^blOXu|vw t=0.8s
TIGHT n=18 m=94 tag=perturb g6=QvL]s_~FZsFqzz[{nR`wkkqyzvw t=0.3s
TIGHT n=18 m=118 tag=perturb g6=Qlzx~~~N}lvebk\^~^zp|~nNzNw t=0.8s
TIGHT n=18 m=108 tag=perturb g6=Qz[|~z~]lby@z~~Nler^^NdukVo t=0.4s
TIGHT n=18 m=100 tag=perturb g6=Q}^}N|pZ{zi@X~wlNuf~^I{u@fW t=1.6s
TIGHT n=18 m=108 tag=perturb g6=Qjjq~|tNnv@Ybxu~~z~jniud|ZW t=0.8s
TIGHT n=18 m=109 tag=perturb g6=QVY{~~^SypxGb~t|n]vj{^vx^vw t=0.5s
TIGHT n=18 m=100 tag=perturb g6=Qulz`\fVln|K|]Q^mzMWmgpV~^w t=0.3s
TIGHT n=18 m=115 tag=perturb g6=Q~jv\|x^~{f}y|S||y~jnWe~vZw t=0.9s
TIGHT n=18 m=116 tag=perturb g6=Q~~Nv~{R|n|Nz}Y}zxtzr^qy|VW t=1.6s
TIGHT n=18 m=104 tag=perturb g6=Qrm\n}v^{]n_u\S\nrni{aA~^~w t=1.4s
TIGHT n=18 m=114 tag=perturb g6=Qv~~n~~Wl|xWblwv~}vLEz~~eVw t=1.9s
TIGHT n=18 m=111 tag=perturb g6=Qr~^vcp}g}x}y|ll^^zrZevl}}w t=1.8s
TIGHT n=18 m=102 tag=perturb g6=Q~hyvwP^|vmmZssv^b~abwft|zO t=1.2s
TIGHT n=18 m=126 tag=perturb g6=Q~n~{Xv~l~vn~zl~~z~j\{e~}^g t=0.9s
TIGHT n=18 m=105 tag=perturb g6=Q~\rn}[vw~FkzvMyn^wvVZRBNMw t=0.9s
TIGHT n=18 m=97 tag=perturb g6=Q~V~V}XtSlbiqSx^J^zRYJPu~Mo t=0.3s
TIGHT n=18 m=101 tag=perturb g6=QtiythH]cuczyKv^}~~rRy~|h]o t=0.3s
TIGHT n=18 m=109 tag=perturb g6=QX}znn~^^NzNjm[}~Ljdt}l{iZG t=0.3s
TIGHT n=18 m=101 tag=perturb g6=QzLnJmtvxFX[~~L[n^zf^VVuq?g t=0.3s
TIGHT n=18 m=101 tag=perturb g6=Q{IW~}~Y}mBgxjhN~zxblz`}x{w t=0.6s
TIGHT n=18 m=116 tag=perturb g6=Q^Y~~~zND~zyY~~~}\xL]wnbnvg t=1.3s
TIGHT n=18 m=118 tag=perturb g6=Qnbr~|F^~vR^jzs~~z~jn}e||Zo t=0.8s
TIGHT n=18 m=94 tag=perturb g6=QnCyfx]nXd|tO\|~n^|VzDOuSH_ t=0.5s
TIGHT n=18 m=124 tag=perturb g6=Q~~~~~~]lhz?z~z~~]}n^tv~lVW t=2.4s
TIGHT n=18 m=126 tag=perturb g6=Q~nt~nn^t~X}z^x|~^~z~{n~mTw t=1.9s
TIGHT n=18 m=106 tag=perturb g6=Qdjv\|x^z[e}y|S{|y~jnWej~Zg t=1.7s
TIGHT n=18 m=96 tag=perturb g6=Qtih|wqn|~nRzrtabjHh|oazVLw t=0.3s
TIGHT n=18 m=113 tag=perturb g6=Qj~lvqw^{Nzfz}z~nz{ry^vy[Rw t=1.7s
TIGHT n=18 m=100 tag=perturb g6=Q|\rl}[rg~FKyvNin~wu^ZBJNkw t=0.7s
TIGHT n=18 m=111 tag=perturb g6=Q|zwd^u~}iVvBb|j~^zR|mmmz^w t=1.7s
TIGHT n=18 m=104 tag=perturb g6=QMn|vgw^{}iFz}^{jZxvy^UykVg t=0.3s
TIGHT n=18 m=112 tag=perturb g6=Q~nv~[v]ljhHI~l~M]~f^yn~lVW t=0.8s
TIGHT n=18 m=112 tag=perturb g6=Qz|nnhvN|~f~t~v}~zzaHNEyLrg t=0.6s
TIGHT n=18 m=113 tag=perturb g6=QvuY~~yUmjxGa~|~~U~zzVtznVw t=1.6s
TIGHT n=18 m=104 tag=perturb g6=QvfTD{vN~{Nqz^K\j~lg|_ezv~w t=0.7s
TIGHT n=18 m=110 tag=perturb g6=Q}\v~|~\|~vln|t~mz]aO`F}NFg t=0.7s
TIGHT n=18 m=113 tag=perturb g6=Q^Y~~zzND~zyY~~N}\xL]wnbnvg t=1.8s
TIGHT n=18 m=110 tag=perturb g6=Q~Wr~\xYlvz\zz~lLUr^^nffhVw t=0.3s
TIGHT n=18 m=101 tag=perturb g6=Qi~zv~G^{zJmyY|nzn`qbqro{bw t=0.4s
TIGHT n=18 m=107 tag=perturb g6=Q}~vk|v\{sflz~p~ty~X[gcnFng t=0.8s
TIGHT n=18 m=96 tag=perturb g6=Q[{M\u|Z?~n\nyHTzB|qrMVYkvw t=0.3s
TIGHT n=18 m=95 tag=perturb g6=QzV~V}YsOnbYr}xTJ{zvIJPu~M? t=0.6s
TIGHT n=18 m=108 tag=perturb g6=Qp|nnhVN~~j^x~t}~zzbXLFyHqg t=0.3s
TIGHT n=18 m=101 tag=perturb g6=QyvuV{fL}~Cxtv{sixeqt|iZx~o t=1.4s
TIGHT n=18 m=116 tag=perturb g6=Qf~~}|~}lzXGZ~|~rYzz^vd\NVw t=2.1s
TIGHT n=18 m=117 tag=perturb g6=Q~n~s{vV{|nvz^T^nzng|dQ~~^w t=1.8s
TIGHT n=18 m=102 tag=perturb g6=Qi~^v\G^[~jxq}|Nj^trpuFo{Rw t=0.3s
TIGHT n=18 m=111 tag=perturb g6=Q~^~z~z^|ziHX~wmNuf~^K{uhVW t=0.9s
TIGHT n=18 m=101 tag=perturb g6=Ql\n~sdJtmlz}vFvn\laNW~ELdw t=0.7s
TIGHT n=18 m=109 tag=perturb g6=Q}hfdXv\|~nw`^~~mr~ywtM}xtw t=1.5s
TIGHT n=18 m=110 tag=perturb g6=QXuzn~~^]^yNjm[}~Ljdt}l{j^G t=0.9s
TIGHT n=18 m=108 tag=perturb g6=Qm^^~J~Vlwy}Y{\}}YmvRy|~LBw t=0.7s
TIGHT n=18 m=102 tag=perturb g6=Q|yW^|Z^uNpnY\HJV`~oL~n}}Xw t=0.9s
TIGHT n=18 m=118 tag=perturb g6=Q|zw~^~n~avzBn|~~^zR|mmmZVw t=1.9s
TIGHT n=18 m=118 tag=perturb g6=Q~~n~vvuV~|\TZ|~vMy~NV~ZNTO t=1.7s
TIGHT n=18 m=119 tag=perturb g6=Q~jVv|v^xmbnz~s~mz^jnyf~v~O t=2.4s
TIGHT n=18 m=110 tag=perturb g6=Qj~lvrx^sNbjz}z~nz{ry^vw[Bw t=0.3s
TIGHT n=18 m=96 tag=perturb g6=QXP]U{Vn^n`zGuZ~Zvxtx^jPsWo t=0.3s
TIGHT n=18 m=104 tag=perturb g6=Q~h~tSf^|~f~xzp^lX|_H|IYlVw t=1.5s
TIGHT n=18 m=109 tag=perturb g6=Q~~~r\OZl|wUzv~ijTppx~v}f^W t=0.3s
TIGHT n=18 m=104 tag=perturb g6=Qulzh\fVln|K|}Q^mzMWmhpv~^w t=0.3s
TIGHT n=18 m=108 tag=perturb g6=Qz}]tkp}g}xuq[l|~^yr^uvL}}w t=0.6s
TIGHT n=18 m=106 tag=perturb g6=Qv][fzWuss|}z~h~h[x}V~RunNo t=0.4s
TIGHT n=18 m=103 tag=perturb g6=Q^}vk\vt{sbLz~p~ty~X[gcneng t=0.3s
TIGHT n=18 m=111 tag=perturb g6=Qvn~|~~]N[xGrhyx|}}L]p~j|Nw t=0.9s
TIGHT n=18 m=110 tag=perturb g6=Q{jBz|vB|~f}z~S~~j~lkwa|\Zw t=0.8s
TIGHT n=18 m=111 tag=perturb g6=Q{ZZb~^^zbfnjn\\~NxP|}N{y~W t=1.9s
TIGHT n=18 m=112 tag=perturb g6=Qtvw|^v~~bvbNFtj~VXY~dnmz^w t=1.8s
TIGHT n=18 m=99 tag=perturb g6=Qxz_L^V~}avzJNWx~nRP{kmezRw t=0.6s
TIGHT n=18 m=109 tag=perturb g6=Q~^Nz~z^|ziHT~wmNuf~^K{uhVW t=0.3s
TIGHT n=18 m=99 tag=perturb g6=Q~gry{|[r^uYz~QduJ}hKymfxz_ t=0.5s
TIGHT n=18 m=107 tag=perturb g6=Qmv|F~{bY~L}~zlxN^yuXlVuFMw t=0.4s
TIGHT n=18 m=97 tag=perturb g6=Qlzz}m^MVn_Lbbx~^Rzd|~BroI? t=0.6s
TIGHT n=18 m=105 tag=perturb g6=Qm}~k]{Nh~@Ki~|~k}^n~xozNBg t=1.4s
TIGHT n=18 m=114 tag=perturb g6=QZF}znVNurBVv~~ci~|z|{e~~nw t=2.2s
TIGHT n=18 m=112 tag=perturb g6=Qn~ydZ}^|~zvz}x{yRtrzFnw|RW t=2.1s
TIGHT n=18 m=115 tag=perturb g6=Qm^}tV}\||w}j~zix~d`~~v}f^W t=1.8s
TIGHT n=18 m=125 tag=perturb g6=Q~~~~~~]|zzMz~|\nJ~~]ZfzlRw t=0.4s
TIGHT n=18 m=99 tag=perturb g6=Qu|zg[dVkp|K|}Q^m}MPmhpv~^w t=0.3s
TIGHT n=18 m=110 tag=perturb g6=Q{ZyJ~~~}ffnjnXT~KxP|}N{y~W t=0.7s
TIGHT n=18 m=109 tag=perturb g6=Q~jr~xvJ^^fmz~s~~X~jfwA|wJ_ t=1.5s
TIGHT n=18 m=108 tag=perturb g6=Q^jqzwv^{~fez^sf~z~jnoe\\Ro t=1.9s
TIGHT n=18 m=129 tag=perturb g6=Qx~~~~v^X~zzrml|}Z}~~~n~}lw t=1.9s
TIGHT n=18 m=108 tag=perturb g6=Qs~zJz|^[|x}b^ZvzYmr}^rYh\W t=1.9s
TIGHT n=18 m=102 tag=perturb g6=QtYZf~^NzbfnJjK[~DpP|~M{mnw t=0.4s
TIGHT n=18 m=105 tag=perturb g6=Qd~?vzD^~qfnjnd|~QjP|jnZN^w t=0.3s
TIGHT n=18 m=115 tag=perturb g6=Qy~~v\{\||w}z~~yzVPpu]v}r^W t=1.5s
TIGHT n=18 m=106 tag=perturb g6=Q{Rzf~V^zbfffn\K{jxP|}N}R~W t=0.9s
TIGHT n=18 m=103 tag=perturb g6=Q]~vg|v\{sflz~`nty~X[gcnFng t=0.4s
TIGHT n=18 m=112 tag=perturb g6=Q~^vl~{eY|XU^~^^n^xs~ZBvmMw t=1.9s
TIGHT n=18 m=109 tag=perturb g6=Q{IX~}~~zmBghnx^~^xc|~n}xKw t=2.0s
TIGHT n=18 m=96 tag=perturb g6=Quk~HKV{slqV~^HzXpE]lGuf~^w t=1.5s
TIGHT n=18 m=99 tag=perturb g6=QMn}rg{^w{iFJs~sjZx~yV[}kVg t=0.6s
TIGHT n=18 m=111 tag=perturb g6=Q~V~f~vvWy|mjrv~f[~s^~RvDl? t=2.4s
TIGHT n=18 m=111 tag=perturb g6=QlZG~N~n}ItjBn{]~^zp|mn}z^w t=1.7s
TIGHT n=18 m=95 tag=perturb g6=QzV~V}YsOjbYr}xTJ{zvAJru~IO t=1.0s
TIGHT n=18 m=94 tag=perturb g6=QiYp~}y^sNokvq[ZRZ~zW^XYTR_ t=0.3s
TIGHT n=18 m=106 tag=perturb g6=Q}\v~|~\|~fln|t~mzYaO`ByNRg t=0.4s
TIGHT n=18 m=118 tag=perturb g6=Q~\~~~~Y~ZXGj~|m}k~xY~v~kZw t=2.1s
TIGHT n=18 m=99 tag=perturb g6=QftukT~\PrgC`b~~~]~r{XbylVw t=0.3s
TIGHT n=18 m=108 tag=perturb g6=QkZyfz~^zbbmjn|LzF\R|^m}xVw t=1.1s
TIGHT n=18 m=100 tag=perturb g6=Q~yW^|J^uNpnITHJV`~oL~n}}Xw t=1.4s
TIGHT n=18 m=103 tag=perturb g6=Q^j~L[fNtzJvz|TYlrmG|Gu~nVw t=0.7s
TIGHT n=18 m=103 tag=perturb g6=Q~|z|e}\^|~Iz^TD|rbglkuZgtg t=1.4s
TIGHT n=18 m=121 tag=perturb g6=Qw^q~vf^x~j~zydlmZ}~~~Nv~nw t=2.8s
TIGHT n=18 m=112 tag=perturb g6=Q^\nz|tn~NFzznf~^JvaL[Fu|vw t=0.4s
TIGHT n=18 m=110 tag=perturb g6=Q\~tvkn^zFoUzn|n~Vzwwjm}nZo t=1.6s
TIGHT n=18 m=124 tag=perturb g6=Q~m|~|v^|~eljzt~vZ~zt{e~~^w t=1.8s
TIGHT n=18 m=112 tag=perturb g6=Q~Fn~\VuV~\^s^|l{]J~l~nNLTW t=0.3s
TIGHT n=18 m=103 tag=perturb g6=Ql]g[N~jmafhF~T~|~zP|lj}Z]_ t=0.6s
TIGHT n=18 m=99 tag=perturb g6=Q{Jzj}sB|]f}z~\{~J|[Kxb|KBG t=0.5s
TIGHT n=18 m=109 tag=perturb g6=QpJ\SnrUx~zzZQl|[Zux~~n~Nnw t=1.3s
TIGHT n=18 m=110 tag=perturb g6=Qz]~~~~}lziHxq|lKur]^nuZlVW t=0.4s
TIGHT n=18 m=105 tag=perturb g6=QmVktrsV{Pxuz~xvn^xm^~AunNo t=0.3s
TIGHT n=18 m=110 tag=perturb g6=QtzX~zR^}Nrmblx\nM^_lv~~zVw t=0.8s
TIGHT n=18 m=110 tag=perturb g6=Q~l~vSvNtnf~zzpZnY|og|Um|vw t=0.8s
TIGHT n=18 m=85 tag=perturb g6=QRM]fCGaG{xxw{D}^^x~J?qK}\w t=0.2s
TIGHT n=18 m=108 tag=perturb g6=QNlun~VN|ve~z}t~bZ~ak~Ak|{O t=0.3s
TIGHT n=18 m=112 tag=perturb g6=Qpn~~xvNk~f~zrpznnnJlkeF~]W t=0.3s
TIGHT n=18 m=102 tag=perturb g6=QrzjZnz~zBrDjnwR~VWPj|~}kCw t=1.2s
TIGHT n=18 m=99 tag=perturb g6=Qd^?TXL^|qfnjnd||BjP|jnZ^^W t=0.6s
TIGHT n=18 m=112 tag=perturb g6=Q^Ir~|vz|Vf}z~?~~z~Jnyek|Z_ t=0.4s
TIGHT n=18 m=115 tag=perturb g6=Q]Y\f~~^zfanJn\^^^|p||N}z^w t=1.9s
TIGHT n=18 m=122 tag=perturb g6=Qv~n~V~YlzxGfz|~|]~z]~v~~VW t=2.3s
TIGHT n=18 m=106 tag=perturb g6=Q~hxj|}v]eUmFlvN~~ovtkFwr^w t=1.8s
TIGHT n=18 m=112 tag=perturb g6=Q~J~m^|vX^R}z~\vn^xq\~FqjMg t=0.9s
TIGHT n=18 m=112 tag=perturb g6=QkzX~}n\|mrkrn[^^^xdl~n}x{w t=0.4s
TIGHT n=18 m=107 tag=perturb g6=Q}Frz|v}x\fny\on]nvg}we|~ZO t=0.3s
TIGHT n=18 m=104 tag=perturb g6=Qnzgnm~Nvn_zirp~YNzd|njerWw t=0.6s
